cable_key,length_km,importance_tier,risk_tier,material,reliability_tier,baseline_cost,optimized_cost
id-finland-estonia-connection-2-fec-2,734.5,3,1,Zirconia,3,8.814000000000002,15.424499999999998
id-firmina,14517.0,7,7,Nickel‑based superalloys,8,2845.332,1422.6659999999995
id-fish-north,90.0,9,4,"GFRP, epoxy matrix (isotropic)",7,12.960000000000004,9.720000000000002
id-fish-south,734.5,7,4,Stainless steel (duplex grades),6,82.26400000000001,82.26400000000001
id-fish-west,276.0,9,4,"GFRP, epoxy matrix (isotropic)",7,39.744000000000014,29.808000000000007
id-flag-atlantic-1-fa-1,14500.0,1,10,Stainless steel (duplex grades),6,580.0000000000001,580.0000000000001
id-flag-europe-asia-fea,28000.0,10,10,"CFRP, epoxy matrix (isotropic)",10,11200.0,2799.9999999999995
id-flag-north-asia-loopreach-north-asia-loop,9504.0,9,10,"CFRP, epoxy matrix (isotropic)",10,3421.4400000000005,855.3599999999998
id-flores-corvo-cable-system,685.0,4,1,Zirconia,3,10.960000000000003,19.18
id-fly-lion3,400.0,7,4,Stainless steel (duplex grades),6,44.800000000000004,44.800000000000004
id-fos-quellon-chacabuco,350.0,1,5,Cast magnesium alloys,4,7.000000000000002,10.5
id-galapagos-cable-system,1250.0,5,3,Commercially pure titanium,5,75.0,93.75
id-gc-lnz-fu-ring,553.0,5,1,Cast magnesium alloys,4,11.060000000000002,16.59
id-gemini-bermuda,1287.0,5,8,"GFRP, epoxy matrix (isotropic)",7,205.92000000000004,154.44000000000003
id-geo-eirgrid,187.0,1,5,Cast magnesium alloys,4,3.7400000000000007,5.609999999999999
id-georgia-russia,433.0,3,6,Commercially pure titanium,5,31.176,38.97
id-germany-denmark-3,734.5,3,4,Cast magnesium alloys,4,35.25600000000001,52.88399999999999
id-glo-1,9800.0,10,6,Titanium alloys,9,2352.0,587.9999999999999
id-global-caribbean-network-gcn,890.0,9,9,"CFRP, epoxy matrix (isotropic)",10,288.36000000000007,72.08999999999999
id-globalconnect-2-gc2,95.0,1,1,Silica glass,2,0.3800000000000001,0.7600000000000002
id-globalconnect-3-gc3,19.0,1,4,Zirconia,3,0.30400000000000005,0.5319999999999999
id-globalconnect-6-gc6,734.5,1,7,Commercially pure titanium,5,20.566,25.707499999999996
id-globalconnect-denmark-sweden,734.5,1,1,Silica glass,2,2.9380000000000006,5.876000000000001
id-globalconnect-kpn,43.0,4,4,Commercially pure titanium,5,2.7520000000000007,3.440000000000001
id-globenet,23500.0,8,9,Titanium alloys,9,6768.000000000001,1691.9999999999998
id-go-1-mediterranean-cable-system,290.0,10,1,Stainless steel (duplex grades),6,11.600000000000001,11.600000000000001
id-gondwana-1,2151.0,8,6,Nickel‑based superalloys,8,412.992,206.49599999999995
id-gondwana-2picot-2,1515.0,7,7,Nickel‑based superalloys,8,296.94,148.46999999999994
id-grace-hopper,7191.0,10,6,Titanium alloys,9,1725.84,431.45999999999987
id-greenland-connect,4580.0,6,6,"GFRP, epoxy matrix (isotropic)",7,659.52,494.64000000000004
id-greenland-connect-north,680.0,5,1,Cast magnesium alloys,4,13.600000000000003,20.4
id-groix-4,7.0,1,1,Silica glass,2,0.028000000000000008,0.056000000000000015
id-groote-eylandt,95.0,1,1,Silica glass,2,0.3800000000000001,0.7600000000000002
id-gtmo-1,1528.0,2,7,Commercially pure titanium,5,85.568,106.96
id-gtmo-pr,1400.0,2,9,Stainless steel (duplex grades),6,100.80000000000001,100.80000000000001
id-guadeloupe-cable-des-iles-du-sud-gcis,118.0,1,7,Commercially pure titanium,5,3.304,4.13
id-guam-okinawa-kyushu-incheon-goki,4244.0,8,9,Titanium alloys,9,1222.2720000000002,305.568
id-guernsey-jersey-4,36.0,7,1,Commercially pure titanium,5,1.0080000000000002,1.2599999999999998
id-gulf-bridge-international-cable-systemmiddle-east-north-africa-cable-system-gbicsmena,5270.0,7,8,Nickel‑based superalloys,8,1180.4800000000002,590.2399999999999
id-gulf-of-california-cable,250.0,1,4,Zirconia,3,4.000000000000001,6.999999999999999
id-gulf-of-mexico-fiber-optic-network,1200.0,1,6,Cast magnesium alloys,4,28.8,43.199999999999996
id-gulf2africa-g2a,1500.0,6,1,Cast magnesium alloys,4,36.00000000000001,53.99999999999999
id-hachijojima-mainland,734.5,9,7,Titanium alloys,9,185.094,46.27349999999999
id-haikou-beihai-cable,198.0,1,3,Zirconia,3,2.376,4.158
id-hainan-to-hong-kong-express-h2he,675.0,6,9,Nickel‑based superalloys,8,145.8,72.89999999999998
id-halaihai,17483.0,10,7,Titanium alloys,9,4895.24,1223.8099999999997
id-hannibal-system,178.0,10,3,"GFRP, epoxy matrix (isotropic)",7,21.36,16.020000000000003
id-hantru1-cable-system,2917.0,9,4,"GFRP, epoxy matrix (isotropic)",7,420.0480000000001,315.03600000000006
id-havfrueaec-2,7650.0,10,8,"CFRP, epoxy matrix (isotropic)",10,2448.0000000000005,611.9999999999999
id-havhingstenceltixconnect-2-cc-2,301.0,5,7,"GFRP, epoxy matrix (isotropic)",7,42.13999999999999,31.605000000000004
id-havhingstennorth-sea-connect-nsc,661.0,4,4,Commercially pure titanium,5,42.30400000000001,52.88000000000001
id-havsil,120.0,10,1,Stainless steel (duplex grades),6,4.800000000000001,4.800000000000001
id-hawaii-inter-island-cable-system-hics,479.0,5,6,Stainless steel (duplex grades),6,57.48,57.48
id-hawaii-island-fibre-network-hifn,529.0,6,6,"GFRP, epoxy matrix (isotropic)",7,76.17599999999999,57.132000000000005
id-hawaiian-islands-fiber-link-hifl,675.0,4,4,Commercially pure titanium,5,43.20000000000001,54.00000000000001
id-hawaiki,14000.0,8,5,"GFRP, epoxy matrix (isotropic)",7,2240.0000000000005,1680.0000000000002
id-hawaiki-nui-1,10000.0,9,10,"CFRP, epoxy matrix (isotropic)",10,3600.0000000000005,899.9999999999998
id-hawk,3400.0,9,6,Nickel‑based superalloys,8,734.4,367.1999999999999
id-high-capacity-undersea-guernsey-optical-fibre-hugo,425.0,10,3,"GFRP, epoxy matrix (isotropic)",7,51.0,38.25000000000001
id-hokkaido-akita-cable,770.0,4,7,Stainless steel (duplex grades),6,86.24,86.24
id-hokkaido-rebun-rishiri,64.0,1,1,Silica glass,2,0.25600000000000006,0.5120000000000001
id-hokkaido-sakhalin-cable-system-hscs,570.0,4,5,Commercially pure titanium,5,45.60000000000001,57.0
id-honomoana,15215.0,8,7,Nickel‑based superalloys,8,3408.16,1704.0799999999997
id-honotua,4805.0,5,6,Stainless steel (duplex grades),6,576.6,576.6
id-hronn,270.0,1,1,Silica glass,2,1.0800000000000003,2.1600000000000006
id-i2i-cable-network-i2icn,3200.0,10,7,Titanium alloys,9,895.9999999999999,223.99999999999994
id-ice-iv,11000.0,8,10,"CFRP, epoxy matrix (isotropic)",10,3520.000000000001,879.9999999999999
id-iceni,734.5,1,1,Silica glass,2,2.9380000000000006,5.876000000000001
id-imewe,12091.0,9,10,"CFRP, epoxy matrix (isotropic)",10,4352.76,1088.1899999999998
id-india-asia-xpress-iax,5791.0,9,9,"CFRP, epoxy matrix (isotropic)",10,1876.2840000000003,469.0709999999999
id-india-europe-xpress-iex,9775.0,7,9,Titanium alloys,9,2463.3,615.8249999999998
id-indigo-central,4850.0,7,5,"GFRP, epoxy matrix (isotropic)",7,678.9999999999999,509.25000000000006
id-indigo-west,4600.0,10,9,"CFRP, epoxy matrix (isotropic)",10,1656.0000000000002,413.99999999999994
id-indonesia-global-gateway-igg-system,5300.0,9,10,"CFRP, epoxy matrix (isotropic)",10,1908.0000000000002,476.9999999999999
id-ingrid,64.0,5,1,Cast magnesium alloys,4,1.2800000000000002,1.92
id-insica,100.0,10,8,"CFRP, epoxy matrix (isotropic)",10,32.00000000000001,7.999999999999999
id-interchange-cable-network-1-icn1,1259.0,9,8,Titanium alloys,9,362.5920000000001,90.648
id-ioema,1620.0,9,7,Titanium alloys,9,408.24,102.05999999999997
id-ionian,320.0,1,7,Commercially pure titanium,5,8.959999999999999,11.2
id-iris,1770.0,1,6,Cast magnesium alloys,4,42.480000000000004,63.71999999999999
id-isle-au-haut-cable,10.0,1,1,Silica glass,2,0.04000000000000001,0.08000000000000002
id-isles-of-scilly-cable,734.5,10,3,"GFRP, epoxy matrix (isotropic)",7,88.14,66.105
id-israel-coasting-1-ic-1,340.0,5,9,Nickel‑based superalloys,8,61.20000000000001,30.599999999999994
id-italy-albania,240.0,7,9,Titanium alloys,9,60.480000000000004,15.119999999999997
id-italy-croatia,230.0,1,6,Cast magnesium alloys,4,5.5200000000000005,8.28
id-italy-greece-1-ig-1,169.0,3,3,Cast magnesium alloys,4,6.084,9.126
id-italy-libya,570.0,10,4,Nickel‑based superalloys,8,91.20000000000002,45.599999999999994
id-italy-malta,238.0,5,5,Stainless steel (duplex grades),6,23.8,23.8
id-italy-monaco,162.0,4,7,Stainless steel (duplex grades),6,18.144,18.144
id-ixchel,20.0,1,6,Cast magnesium alloys,4,0.48,0.72
id-izu-islands-cable-system,734.5,6,5,Stainless steel (duplex grades),6,88.14,88.14
id-jaka2ladema,1700.0,5,10,Nickel‑based superalloys,8,340.0,169.99999999999997
id-jakabare,1330.0,8,9,Titanium alloys,9,383.04,95.75999999999999
id-jakarta-bangka-batam-singapore-b2js,759.0,9,9,"CFRP, epoxy matrix (isotropic)",10,245.91600000000005,61.47899999999999
id-jakarta-bangka-bintan-batam-singapore-b3js,1031.0,8,10,"CFRP, epoxy matrix (isotropic)",10,329.9200000000001,82.47999999999999
id-jakarta-surabaya-cable-system-jayabaya,888.0,6,9,Nickel‑based superalloys,8,191.80800000000002,95.90399999999997
id-jalapati,45.0,1,5,Cast magnesium alloys,4,0.9000000000000001,1.3499999999999999
id-jambi-batam-cable-system-jiba,267.0,6,6,"GFRP, epoxy matrix (isotropic)",7,38.448,28.836000000000002
id-janna,634.0,9,6,Nickel‑based superalloys,8,136.944,68.47199999999998
id-japan-guam-australia-north-jga-n,2600.0,10,5,Nickel‑based superalloys,8,520.0,259.99999999999994
id-japan-guam-australia-south-jga-s,7081.0,9,5,Nickel‑based superalloys,8,1274.5800000000002,637.2899999999998
id-japan-information-highway-jih,5150.0,10,10,"CFRP, epoxy matrix (isotropic)",10,2060.0,514.9999999999999
id-jasuka,734.5,9,10,"CFRP, epoxy matrix (isotropic)",10,264.42,66.10499999999999
id-java-bali-cable-system-jbcs,734.5,1,5,Cast magnesium alloys,4,14.690000000000003,22.035
id-java-kalimantan-sulawesi-jakasusi,1100.0,4,7,Stainless steel (duplex grades),6,123.19999999999999,123.19999999999999
id-javali,734.5,2,6,Commercially pure titanium,5,35.256,44.07
id-jeju-mainland-2,191.0,3,5,Commercially pure titanium,5,11.459999999999999,14.325
id-jeju-mainland-3,236.0,3,4,Cast magnesium alloys,4,11.328000000000001,16.991999999999997
id-jeju-udo,3.0,3,5,Commercially pure titanium,5,0.18,0.22499999999999998
id-jerry-newton,734.5,6,1,Cast magnesium alloys,4,17.628000000000004,26.441999999999997
id-jonah,2297.0,7,7,Nickel‑based superalloys,8,450.21199999999993,225.1059999999999
id-jscfs,734.5,4,6,Stainless steel (duplex grades),6,70.512,70.512
id-junior,390.0,6,9,Nickel‑based superalloys,8,84.24000000000001,42.11999999999999
id-juno,11710.0,10,7,Titanium alloys,9,3278.7999999999997,819.6999999999997
id-jupiter,14557.0,10,9,"CFRP, epoxy matrix (isotropic)",10,5240.52,1310.1299999999997
id-kafos,538.0,5,8,"GFRP, epoxy matrix (isotropic)",7,86.08000000000001,64.56000000000002
id-kanawa,1746.0,2,8,Stainless steel (duplex grades),6,111.74400000000003,111.74400000000003
id-kangaroo-island-2,734.5,1,1,Silica glass,2,2.9380000000000006,5.876000000000001
id-kattegat-2,75.0,3,1,Zirconia,3,0.9000000000000001,1.5749999999999997
id-kerch-strait-cable,46.0,2,4,Cast magnesium alloys,4,1.4720000000000004,2.208
id-ketchcan1-submarine-fiber-cable-system,167.0,10,1,Stainless steel (duplex grades),6,6.6800000000000015,6.6800000000000015
id-kingisepp-kaliningrad-system-baltika,1115.0,1,1,Silica glass,2,4.460000000000001,8.920000000000002
id-kitadaito-island,410.0,9,8,Titanium alloys,9,118.08000000000004,29.519999999999996
id-kochi-lakshadweep-islands-kli-sofc,1989.0,5,6,Stainless steel (duplex grades),6,238.67999999999998,238.67999999999998
id-kodiak-kenai-fiber-link-kkfl,966.0,9,3,"GFRP, epoxy matrix (isotropic)",7,104.328,78.24600000000001
id-konstanz-friedrichshafen,26.0,2,3,Zirconia,3,0.624,1.092
id-konstanz-meersburg,5.0,2,3,Zirconia,3,0.12,0.21000000000000002
id-korea-japan-cable-network-kjcn,500.0,8,9,Titanium alloys,9,144.00000000000003,36.0
id-kumul-domestic-submarine-cable-system,5457.0,6,7,"GFRP, epoxy matrix (isotropic)",7,916.776,687.582
id-kupang-alor-cable-systems,273.0,8,6,Nickel‑based superalloys,8,52.416000000000004,26.20799999999999
id-kuwait-iran,380.0,5,7,"GFRP, epoxy matrix (isotropic)",7,53.199999999999996,39.900000000000006
id-la-gomera-el-hierro,734.5,4,1,Zirconia,3,11.752000000000002,20.566
id-labuan-brunei-submarine-cable,52.0,4,4,Commercially pure titanium,5,3.3280000000000007,4.160000000000001
id-lake-albert-1,51.0,1,4,Zirconia,3,0.8160000000000002,1.428
id-lake-albert-2,44.0,1,4,Zirconia,3,0.7040000000000002,1.2319999999999998
id-lake-michigan-chicago-crossing,734.5,1,7,Commercially pure titanium,5,20.566,25.707499999999996
id-lake-michigan-crossing-peninsula-and-island-connection,734.5,1,1,Silica glass,2,2.9380000000000006,5.876000000000001
id-lake-tanganyika,370.0,1,8,Commercially pure titanium,5,11.840000000000003,14.800000000000002
id-lanis-1,113.0,6,6,"GFRP, epoxy matrix (isotropic)",7,16.272,12.204
id-lanis-2,67.0,3,1,Zirconia,3,0.8040000000000002,1.4069999999999998
id-lanis-3,122.0,1,1,Silica glass,2,0.4880000000000001,0.9760000000000002
id-latvia-sweden-1-lv-se-1,304.0,3,1,Zirconia,3,3.6480000000000006,6.3839999999999995
id-lazaro-cardenas-manzanillo-santiago-submarine-cable-system-lcmsscs,322.0,1,6,Cast magnesium alloys,4,7.728,11.591999999999999
id-les-dhyres-cable,45.0,1,9,Stainless steel (duplex grades),6,1.62,1.62
id-lfon-libyan-fiber-optic-network,1639.0,5,8,"GFRP, epoxy matrix (isotropic)",7,262.24000000000007,196.68000000000004
id-libreville-port-gentil-cable,198.0,7,3,Stainless steel (duplex grades),6,16.631999999999998,16.631999999999998
id-lic-lin-lamp,240.0,4,1,Zirconia,3,3.8400000000000007,6.719999999999999
id-link-1-phase-1,368.0,3,7,Stainless steel (duplex grades),6,30.911999999999995,30.911999999999995
id-link-1-phase-2,94.0,3,9,"GFRP, epoxy matrix (isotropic)",7,10.152000000000001,7.614000000000002
id-link-2-phase-1,281.0,1,7,Commercially pure titanium,5,7.867999999999999,9.834999999999999
id-link-2-phase-2,221.0,2,6,Commercially pure titanium,5,10.608,13.26
id-link-3-phase-1,275.0,3,9,"GFRP, epoxy matrix (isotropic)",7,29.700000000000003,22.275000000000006
id-link-3-phase-2,342.0,6,10,Titanium alloys,9,82.08,20.519999999999996
id-link-4-phase-2,300.0,4,3,Cast magnesium alloys,4,14.4,21.599999999999998
id-link-5-phase-2,365.0,6,4,Stainless steel (duplex grades),6,35.040000000000006,35.040000000000006
id-lower-indian-ocean-network-2-lion2,2700.0,4,6,Stainless steel (duplex grades),6,259.2,259.2
id-lower-indian-ocean-network-lion,1060.0,1,6,Cast magnesium alloys,4,25.44,38.16
id-lumut-pangkor-island,4.0,1,6,Cast magnesium alloys,4,0.096,0.144
id-luwuk-tutuyan-cable-system-ltcs,446.0,4,6,Stainless steel (duplex grades),6,42.816,42.816
id-lynn-canal-fiber,138.0,8,1,Commercially pure titanium,5,4.416000000000001,5.520000000000001
id-mainone,7000.0,8,9,Titanium alloys,9,2016.0000000000002,503.99999999999994
id-malaysia-cambodia-thailand-mct-cable,1300.0,6,6,"GFRP, epoxy matrix (isotropic)",7,187.2,140.4
id-malbec,2600.0,5,9,Nickel‑based superalloys,8,468.00000000000006,233.99999999999994
id-maldives-sri-lanka-cable-msc,863.0,8,8,Titanium alloys,9,220.92800000000005,55.23199999999999
id-malta-gozo-cable,13.0,1,1,Silica glass,2,0.05200000000000001,0.10400000000000002
id-malta-italy-interconnector,95.0,2,1,Silica glass,2,0.7600000000000002,1.5200000000000005
id-manatua,3634.0,7,4,Stainless steel (duplex grades),6,407.00800000000004,407.00800000000004
id-mandji-fiber-optic-cable,50.0,1,3,Zirconia,3,0.6,1.05
id-manta,5600.0,8,9,Titanium alloys,9,1612.8000000000002,403.2
id-marea,6605.0,10,1,Stainless steel (duplex grades),6,264.20000000000005,264.20000000000005
id-mariana-guam-cable,268.0,8,1,Commercially pure titanium,5,8.576000000000002,10.720000000000002
id-maroc-telecom-west-africa,8600.0,6,8,Nickel‑based superalloys,8,1651.2000000000003,825.5999999999999
id-mataram-kupang-cable-system-mkcs,1318.0,6,10,Titanium alloys,9,316.32,79.07999999999998
id-matrix-cable-system,1055.0,10,9,"CFRP, epoxy matrix (isotropic)",10,379.80000000000007,94.94999999999999
id-mauritius-and-rodrigues-submarine-cable-system-mars,677.0,5,5,Stainless steel (duplex grades),6,67.7,67.7
id-maya-1,4400.0,8,8,Titanium alloys,9,1126.4000000000003,281.59999999999997
id-med-cable-network,1300.0,7,8,Nickel‑based superalloys,8,291.20000000000005,145.59999999999997
id-medloop,1360.0,8,7,Nickel‑based superalloys,8,304.64,152.31999999999996
id-mednautilus-submarine-system,7000.0,6,9,Nickel‑based superalloys,8,1512.0000000000002,755.9999999999998
id-medusa-submarine-cable-system,8760.0,9,10,"CFRP, epoxy matrix (isotropic)",10,3153.6000000000004,788.3999999999999
id-melita-1,97.0,2,1,Silica glass,2,0.7760000000000001,1.5520000000000003
id-meltingpot-indianoceanic-submarine-system-metiss,3200.0,1,7,Commercially pure titanium,5,89.6,111.99999999999999
id-mercator,734.5,1,5,Cast magnesium alloys,4,14.690000000000003,22.035
id-mid-atlantic-crossing-mac,7500.0,10,7,Titanium alloys,9,2100.0,524.9999999999999
id-middle-east-north-africa-mena-cable-systemgulf-bridge-international,8000.0,9,5,Nickel‑based superalloys,8,1440.0000000000002,719.9999999999999
id-minamidaito-island,410.0,8,8,Titanium alloys,9,104.96000000000002,26.239999999999995
id-minoas-east-and-west,270.0,1,1,Silica glass,2,1.0800000000000003,2.1600000000000006
id-mishima-village,192.0,1,4,Zirconia,3,3.072000000000001,5.3759999999999994
id-mist,8100.0,9,9,"CFRP, epoxy matrix (isotropic)",10,2624.4000000000005,656.0999999999999
id-miyazaki-okinawa-cable-moc,734.5,8,9,Titanium alloys,9,211.53600000000003,52.88399999999999
id-monet,10556.0,9,8,Titanium alloys,9,3040.128000000001,760.0319999999999
id-moratelindo-international-cable-system-1-mic-1,70.0,10,8,"CFRP, epoxy matrix (isotropic)",10,22.400000000000006,5.599999999999999
id-muroran-hachinohe,280.0,1,4,Zirconia,3,4.480000000000001,7.839999999999999
id-n0r5ke-viking,810.0,6,1,Cast magnesium alloys,4,19.440000000000005,29.159999999999997
id-n0r5ke-viking-2,900.0,8,1,Commercially pure titanium,5,28.800000000000008,36.00000000000001
id-national-digital-transmission-network-ndtn,1400.0,4,9,"GFRP, epoxy matrix (isotropic)",7,201.60000000000002,151.20000000000005
id-nationwide-submarine-cable-ooredoo-maldives-nascom,1136.0,6,1,Cast magnesium alloys,4,27.264000000000003,40.895999999999994
id-natitua,2680.0,3,1,Zirconia,3,32.160000000000004,56.279999999999994
id-natitua-sud,820.0,3,1,Zirconia,3,9.840000000000002,17.22
id-nelson-levin,212.0,1,5,Cast magnesium alloys,4,4.240000000000001,6.359999999999999
id-new-cam-ring,3812.0,9,7,Titanium alloys,9,960.624,240.15599999999995
id-new-cross-pacific-ncp-cable-system,13618.0,10,10,"CFRP, epoxy matrix (isotropic)",10,5447.200000000001,1361.7999999999997
id-nigeria-cameroon-submarine-cable-system-ncscs,1100.0,7,4,Stainless steel (duplex grades),6,123.20000000000002,123.20000000000002
id-ningbo-zhoushan-cable,35.0,1,1,Silica glass,2,0.14000000000000004,0.2800000000000001
id-no-uk,713.0,6,4,Stainless steel (duplex grades),6,68.44800000000001,68.44800000000001
id-nome-to-homer-express-nthe,1545.0,7,1,Commercially pure titanium,5,43.260000000000005,54.074999999999996
id-nongsa-changi,50.0,5,8,"GFRP, epoxy matrix (isotropic)",7,8.000000000000002,6.000000000000001
id-nordbalt,400.0,1,1,Silica glass,2,1.6000000000000003,3.2000000000000006
id-norfest,749.0,8,1,Commercially pure titanium,5,23.968000000000007,29.960000000000004
id-norte-conectado-infovia-00,770.0,4,1,Zirconia,3,12.320000000000002,21.56
id-norte-conectado-infovia-01,1100.0,3,4,Cast magnesium alloys,4,52.80000000000001,79.19999999999999
id-norte-conectado-infovia-02,1076.0,3,7,Stainless steel (duplex grades),6,90.38399999999999,90.38399999999999
id-norte-conectado-infovia-03,600.0,3,1,Zirconia,3,7.200000000000001,12.599999999999998
id-norte-conectado-infovia-04,515.0,3,1,Zirconia,3,6.180000000000001,10.815
id-north-west-cable-system,2100.0,5,1,Cast magnesium alloys,4,42.00000000000001,63.0
id-northern-lights,67.0,1,1,Silica glass,2,0.26800000000000007,0.5360000000000001
id-northstar,3229.0,9,3,"GFRP, epoxy matrix (isotropic)",7,348.73199999999997,261.54900000000004
id-nuvem,7194.0,9,4,"GFRP, epoxy matrix (isotropic)",7,1035.9360000000004,776.9520000000002
id-nzadi-cable-system,950.0,6,9,Nickel‑based superalloys,8,205.20000000000002,102.59999999999997
